,op_max_wait_time,op_max_detour_time_factor,op_reservation_module,rq_type,avg_fs,user_max_decision_time,op_module,sim_env,op_reoptimisation_timestep,scenario_name,rq_file,demand_folder,demand_type,demand_scalar,op_fleet_composition,op_vr_control_func_dict,sample,config_str,op_depot_file,op_dyn_fs_method,op_act_fs_file,op_rh_reservation_max_routes
30,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.0/sample_0/IB_900_UT_FB_1/,line91_week/1.0/sample_0.csv,line91_week,on_demand,1.0,flex_bus:1,func_key:user_times,sample_0,IB_900_UT_FB_1,,,,
31,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.0/sample_1/IB_900_UT_FB_1/,line91_week/1.0/sample_1.csv,line91_week,on_demand,1.0,flex_bus:1,func_key:user_times,sample_1,IB_900_UT_FB_1,,,,
32,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.0/sample_2/IB_900_UT_FB_1/,line91_week/1.0/sample_2.csv,line91_week,on_demand,1.0,flex_bus:1,func_key:user_times,sample_2,IB_900_UT_FB_1,,,,
33,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.0/sample_3/IB_900_UT_FB_1/,line91_week/1.0/sample_3.csv,line91_week,on_demand,1.0,flex_bus:1,func_key:user_times,sample_3,IB_900_UT_FB_1,,,,
34,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.0/sample_4/IB_900_UT_FB_1/,line91_week/1.0/sample_4.csv,line91_week,on_demand,1.0,flex_bus:1,func_key:user_times,sample_4,IB_900_UT_FB_1,,,,
35,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.0/sample_5/IB_900_UT_FB_1/,line91_week/1.0/sample_5.csv,line91_week,on_demand,1.0,flex_bus:1,func_key:user_times,sample_5,IB_900_UT_FB_1,,,,
36,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.0/sample_6/IB_900_UT_FB_1/,line91_week/1.0/sample_6.csv,line91_week,on_demand,1.0,flex_bus:1,func_key:user_times,sample_6,IB_900_UT_FB_1,,,,
37,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.0/sample_7/IB_900_UT_FB_1/,line91_week/1.0/sample_7.csv,line91_week,on_demand,1.0,flex_bus:1,func_key:user_times,sample_7,IB_900_UT_FB_1,,,,
38,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.0/sample_8/IB_900_UT_FB_1/,line91_week/1.0/sample_8.csv,line91_week,on_demand,1.0,flex_bus:1,func_key:user_times,sample_8,IB_900_UT_FB_1,,,,
39,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.0/sample_9/IB_900_UT_FB_1/,line91_week/1.0/sample_9.csv,line91_week,on_demand,1.0,flex_bus:1,func_key:user_times,sample_9,IB_900_UT_FB_1,,,,
40,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.25/sample_0/IB_900_UT_FB_1/,line91_week/1.25/sample_0.csv,line91_week,on_demand,1.25,flex_bus:1,func_key:user_times,sample_0,IB_900_UT_FB_1,,,,
41,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.25/sample_1/IB_900_UT_FB_1/,line91_week/1.25/sample_1.csv,line91_week,on_demand,1.25,flex_bus:1,func_key:user_times,sample_1,IB_900_UT_FB_1,,,,
42,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.25/sample_2/IB_900_UT_FB_1/,line91_week/1.25/sample_2.csv,line91_week,on_demand,1.25,flex_bus:1,func_key:user_times,sample_2,IB_900_UT_FB_1,,,,
43,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.25/sample_3/IB_900_UT_FB_1/,line91_week/1.25/sample_3.csv,line91_week,on_demand,1.25,flex_bus:1,func_key:user_times,sample_3,IB_900_UT_FB_1,,,,
44,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.25/sample_4/IB_900_UT_FB_1/,line91_week/1.25/sample_4.csv,line91_week,on_demand,1.25,flex_bus:1,func_key:user_times,sample_4,IB_900_UT_FB_1,,,,
45,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.25/sample_5/IB_900_UT_FB_1/,line91_week/1.25/sample_5.csv,line91_week,on_demand,1.25,flex_bus:1,func_key:user_times,sample_5,IB_900_UT_FB_1,,,,
46,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.25/sample_6/IB_900_UT_FB_1/,line91_week/1.25/sample_6.csv,line91_week,on_demand,1.25,flex_bus:1,func_key:user_times,sample_6,IB_900_UT_FB_1,,,,
47,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.25/sample_7/IB_900_UT_FB_1/,line91_week/1.25/sample_7.csv,line91_week,on_demand,1.25,flex_bus:1,func_key:user_times,sample_7,IB_900_UT_FB_1,,,,
48,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.25/sample_8/IB_900_UT_FB_1/,line91_week/1.25/sample_8.csv,line91_week,on_demand,1.25,flex_bus:1,func_key:user_times,sample_8,IB_900_UT_FB_1,,,,
49,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.25/sample_9/IB_900_UT_FB_1/,line91_week/1.25/sample_9.csv,line91_week,on_demand,1.25,flex_bus:1,func_key:user_times,sample_9,IB_900_UT_FB_1,,,,
50,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.5/sample_0/IB_900_UT_FB_1/,line91_week/1.5/sample_0.csv,line91_week,on_demand,1.5,flex_bus:1,func_key:user_times,sample_0,IB_900_UT_FB_1,,,,
51,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.5/sample_1/IB_900_UT_FB_1/,line91_week/1.5/sample_1.csv,line91_week,on_demand,1.5,flex_bus:1,func_key:user_times,sample_1,IB_900_UT_FB_1,,,,
52,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.5/sample_2/IB_900_UT_FB_1/,line91_week/1.5/sample_2.csv,line91_week,on_demand,1.5,flex_bus:1,func_key:user_times,sample_2,IB_900_UT_FB_1,,,,
53,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.5/sample_3/IB_900_UT_FB_1/,line91_week/1.5/sample_3.csv,line91_week,on_demand,1.5,flex_bus:1,func_key:user_times,sample_3,IB_900_UT_FB_1,,,,
54,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.5/sample_4/IB_900_UT_FB_1/,line91_week/1.5/sample_4.csv,line91_week,on_demand,1.5,flex_bus:1,func_key:user_times,sample_4,IB_900_UT_FB_1,,,,
55,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.5/sample_5/IB_900_UT_FB_1/,line91_week/1.5/sample_5.csv,line91_week,on_demand,1.5,flex_bus:1,func_key:user_times,sample_5,IB_900_UT_FB_1,,,,
56,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.5/sample_6/IB_900_UT_FB_1/,line91_week/1.5/sample_6.csv,line91_week,on_demand,1.5,flex_bus:1,func_key:user_times,sample_6,IB_900_UT_FB_1,,,,
57,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.5/sample_7/IB_900_UT_FB_1/,line91_week/1.5/sample_7.csv,line91_week,on_demand,1.5,flex_bus:1,func_key:user_times,sample_7,IB_900_UT_FB_1,,,,
58,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.5/sample_8/IB_900_UT_FB_1/,line91_week/1.5/sample_8.csv,line91_week,on_demand,1.5,flex_bus:1,func_key:user_times,sample_8,IB_900_UT_FB_1,,,,
59,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.5/sample_9/IB_900_UT_FB_1/,line91_week/1.5/sample_9.csv,line91_week,on_demand,1.5,flex_bus:1,func_key:user_times,sample_9,IB_900_UT_FB_1,,,,
60,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.75/sample_0/IB_900_UT_FB_1/,line91_week/1.75/sample_0.csv,line91_week,on_demand,1.75,flex_bus:1,func_key:user_times,sample_0,IB_900_UT_FB_1,,,,
61,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.75/sample_1/IB_900_UT_FB_1/,line91_week/1.75/sample_1.csv,line91_week,on_demand,1.75,flex_bus:1,func_key:user_times,sample_1,IB_900_UT_FB_1,,,,
62,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.75/sample_2/IB_900_UT_FB_1/,line91_week/1.75/sample_2.csv,line91_week,on_demand,1.75,flex_bus:1,func_key:user_times,sample_2,IB_900_UT_FB_1,,,,
63,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.75/sample_3/IB_900_UT_FB_1/,line91_week/1.75/sample_3.csv,line91_week,on_demand,1.75,flex_bus:1,func_key:user_times,sample_3,IB_900_UT_FB_1,,,,
64,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.75/sample_4/IB_900_UT_FB_1/,line91_week/1.75/sample_4.csv,line91_week,on_demand,1.75,flex_bus:1,func_key:user_times,sample_4,IB_900_UT_FB_1,,,,
65,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.75/sample_5/IB_900_UT_FB_1/,line91_week/1.75/sample_5.csv,line91_week,on_demand,1.75,flex_bus:1,func_key:user_times,sample_5,IB_900_UT_FB_1,,,,
66,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.75/sample_6/IB_900_UT_FB_1/,line91_week/1.75/sample_6.csv,line91_week,on_demand,1.75,flex_bus:1,func_key:user_times,sample_6,IB_900_UT_FB_1,,,,
67,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.75/sample_7/IB_900_UT_FB_1/,line91_week/1.75/sample_7.csv,line91_week,on_demand,1.75,flex_bus:1,func_key:user_times,sample_7,IB_900_UT_FB_1,,,,
68,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.75/sample_8/IB_900_UT_FB_1/,line91_week/1.75/sample_8.csv,line91_week,on_demand,1.75,flex_bus:1,func_key:user_times,sample_8,IB_900_UT_FB_1,,,,
69,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/1.75/sample_9/IB_900_UT_FB_1/,line91_week/1.75/sample_9.csv,line91_week,on_demand,1.75,flex_bus:1,func_key:user_times,sample_9,IB_900_UT_FB_1,,,,
70,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/2.0/sample_0/IB_900_UT_FB_1/,line91_week/2.0/sample_0.csv,line91_week,on_demand,2.0,flex_bus:1,func_key:user_times,sample_0,IB_900_UT_FB_1,,,,
71,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/2.0/sample_1/IB_900_UT_FB_1/,line91_week/2.0/sample_1.csv,line91_week,on_demand,2.0,flex_bus:1,func_key:user_times,sample_1,IB_900_UT_FB_1,,,,
72,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/2.0/sample_2/IB_900_UT_FB_1/,line91_week/2.0/sample_2.csv,line91_week,on_demand,2.0,flex_bus:1,func_key:user_times,sample_2,IB_900_UT_FB_1,,,,
73,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/2.0/sample_3/IB_900_UT_FB_1/,line91_week/2.0/sample_3.csv,line91_week,on_demand,2.0,flex_bus:1,func_key:user_times,sample_3,IB_900_UT_FB_1,,,,
74,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/2.0/sample_4/IB_900_UT_FB_1/,line91_week/2.0/sample_4.csv,line91_week,on_demand,2.0,flex_bus:1,func_key:user_times,sample_4,IB_900_UT_FB_1,,,,
75,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/2.0/sample_5/IB_900_UT_FB_1/,line91_week/2.0/sample_5.csv,line91_week,on_demand,2.0,flex_bus:1,func_key:user_times,sample_5,IB_900_UT_FB_1,,,,
76,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/2.0/sample_6/IB_900_UT_FB_1/,line91_week/2.0/sample_6.csv,line91_week,on_demand,2.0,flex_bus:1,func_key:user_times,sample_6,IB_900_UT_FB_1,,,,
77,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/2.0/sample_7/IB_900_UT_FB_1/,line91_week/2.0/sample_7.csv,line91_week,on_demand,2.0,flex_bus:1,func_key:user_times,sample_7,IB_900_UT_FB_1,,,,
78,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/2.0/sample_8/IB_900_UT_FB_1/,line91_week/2.0/sample_8.csv,line91_week,on_demand,2.0,flex_bus:1,func_key:user_times,sample_8,IB_900_UT_FB_1,,,,
79,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/2.0/sample_9/IB_900_UT_FB_1/,line91_week/2.0/sample_9.csv,line91_week,on_demand,2.0,flex_bus:1,func_key:user_times,sample_9,IB_900_UT_FB_1,,,,
80,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/3.0/sample_0/IB_900_UT_FB_1/,line91_week/3.0/sample_0.csv,line91_week,on_demand,3.0,flex_bus:1,func_key:user_times,sample_0,IB_900_UT_FB_1,,,,
81,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/3.0/sample_1/IB_900_UT_FB_1/,line91_week/3.0/sample_1.csv,line91_week,on_demand,3.0,flex_bus:1,func_key:user_times,sample_1,IB_900_UT_FB_1,,,,
82,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/3.0/sample_2/IB_900_UT_FB_1/,line91_week/3.0/sample_2.csv,line91_week,on_demand,3.0,flex_bus:1,func_key:user_times,sample_2,IB_900_UT_FB_1,,,,
83,900,75,RollingHorizon,BasicRequest,1.0,0,PoolingIRSAssignmentBatchOptimization,ImmediateDecisionsSimulation,600,line91_week/3.0/sample_3/IB_900_UT_FB_1/,line91_week/3.0/sample_3.csv,line91_week,on_demand,3.0,flex_bus:1,func_key:user_times,sample_3,IB_900_UT_FB_1,,,,
